epsilon,Average Cost,Cost variance,Time taken
0,5.94861384653069,3.15544362088405E-30,0
0.2,6.19353422951774,0.242465811252617,1
0.4,7.35885997960321,1.25616491442407,2
0.6,9.15394830226872,4.45541274244064,3
0.8,11.6905510559015,11.4203340717223,4
1,14.3681037984656,20.1542351755328,5
