epsilon,Average Cost,Cost variance,Time taken
0.01,1630.08005731254,95.6377264064059,0.001223862
0.02,1638.63050079092,378.309987193762,0.0012172
0.03,1654.52192967398,833.407790116442,0.00123827
0.04,1679.47592987101,2047.52774076889,0.001200664
0.05,1706.4626342511,3512.77682558549,0.001193882
0.07,1792.66556676345,10721.576023891,0.001189716
0.08,1839.07320980701,14290.0927414288,0.001192816
0.1,1998.71420784046,50144.9451690017,0.001192728
0.15,2396.36061306495,201749.760150798,0.001202104
0.2,3180.45883723216,865865.500811733,0.001196476
epsilon,Average Cost,Cost variance,Time taken
0.25,4027.17035806798,2394079.87407296,0.001417752
0.3,5796.5536462068,11744960.5143359,0.001174402
epsilon,Average Cost,Cost variance,Time taken
0,1625.81391437655,1.67839753549086e-23,0.001298302
