epsilon,Average Cost,Cost variance,Time taken
0,4.81466771689452,7.17146277473647e-30,0
0.2,5.24183733019032,0.228775405348413,0
0.4,6.27813963182352,1.25070282208695,0
0.6,7.701605128833,3.92828648832378,0
0.8,10.1058906907224,10.1844439267359,0
1,13.1599102988216,19.4131801722421,0
1.2,15.8584606505838,39.6709948757388,0
1.4,22.0184483613864,79.1174725873568,0
1.6,27.7021120737974,155.457280098253,0
1.8,30.3410854087719,163.083062209413,0
2,39.9349063454981,532.79669567166,0
epsilon,Average Cost,Cost variance,Time taken
epsilon,Average Cost,Cost variance,Time taken
epsilon,Average Cost,Cost variance,Time taken
0,4.76952798401689,0,0.35275644
